"Date","Depth","Measurement"
2018-07-11,1,24.5422
2018-07-11,2,24.4792
2018-07-11,3,24.5566
2018-07-11,4,24.5228
2018-07-11,5,20.0504
2018-07-11,6,17.3628
2018-07-11,7,14.9262
2018-07-11,8,13.6512
2018-07-11,9,12.7508
2018-07-11,10,12.606
2018-07-12,1,24.35975
2018-07-12,2,24.248
2018-07-12,3,24.1978333333333
2018-07-12,4,23.7272083333333
2018-07-12,5,19.950125
2018-07-12,6,17.4715416666667
2018-07-12,7,15.131875
2018-07-12,8,13.54625
2018-07-12,9,12.7015416666667
2018-07-12,10,12.5658333333333
2018-07-13,1,24.6187916666667
2018-07-13,2,24.0380416666667
2018-07-13,3,23.9817083333333
2018-07-13,4,23.1534166666667
2018-07-13,5,20.3400416666667
2018-07-13,6,17.3725416666667
2018-07-13,7,15.3092916666667
2018-07-13,8,13.8192916666667
2018-07-13,9,13.0172083333333
2018-07-13,10,12.95575
2018-07-14,1,23.448875
2018-07-14,2,23.3255833333333
2018-07-14,3,23.2974166666667
2018-07-14,4,22.9544166666667
2018-07-14,5,20.1588333333333
2018-07-14,6,16.9758333333333
2018-07-14,7,14.8210416666667
2018-07-14,8,13.4972916666667
2018-07-14,9,12.763875
2018-07-14,10,12.6220833333333
2018-07-15,1,23.5589166666667
2018-07-15,2,23.2704583333333
2018-07-15,3,23.1477083333333
2018-07-15,4,22.6327083333333
2018-07-15,5,20.684375
2018-07-15,6,17.1434166666667
2018-07-15,7,14.76325
2018-07-15,8,13.3269583333333
2018-07-15,9,12.6815416666667
2018-07-15,10,12.6100416666667
2018-07-16,1,23.947125
2018-07-16,2,23.4454166666667
2018-07-16,3,23.3271666666667
2018-07-16,4,22.619875
2018-07-16,5,20.2197916666667
2018-07-16,6,17.0869583333333
2018-07-16,7,14.7483333333333
2018-07-16,8,13.45325
2018-07-16,9,12.74875
2018-07-16,10,12.6442083333333
2018-07-17,1,24.129875
2018-07-17,2,23.647125
2018-07-17,3,23.1590416666667
2018-07-17,4,22.8223333333333
2018-07-17,5,20.756
2018-07-17,6,17.4229583333333
2018-07-17,7,14.787
2018-07-17,8,13.5560416666667
2018-07-17,9,12.8723333333333
2018-07-17,10,12.7387083333333
2018-07-18,1,23.60975
2018-07-18,2,23.508625
2018-07-18,3,23.32225
2018-07-18,4,23.044625
2018-07-18,5,20.8510833333333
2018-07-18,6,17.4824166666667
2018-07-18,7,14.77825
2018-07-18,8,13.464375
2018-07-18,9,12.8684166666667
2018-07-18,10,12.8170416666667
2018-07-19,1,23.3802083333333
2018-07-19,2,23.0468333333333
2018-07-19,3,22.733625
2018-07-19,4,22.6148333333333
2018-07-19,5,21.3919166666667
2018-07-19,6,17.4824583333333
2018-07-19,7,14.7970416666667
2018-07-19,8,13.601375
2018-07-19,9,12.9388333333333
2018-07-19,10,12.83625
2018-07-20,1,23.8080833333333
2018-07-20,2,23.4149166666667
2018-07-20,3,22.8732083333333
2018-07-20,4,22.5080416666667
2018-07-20,5,21.2206666666667
2018-07-20,6,17.457625
2018-07-20,7,14.7344583333333
2018-07-20,8,13.4935
2018-07-20,9,12.8804583333333
2018-07-20,10,12.8
2018-07-21,1,24.3882916666667
2018-07-21,2,23.9520416666667
2018-07-21,3,23.3033333333333
2018-07-21,4,22.6857916666667
2018-07-21,5,21.337
2018-07-21,6,17.6330833333333
2018-07-21,7,14.76325
2018-07-21,8,13.627375
2018-07-21,9,12.8974583333333
2018-07-21,10,12.7980416666667
2018-07-22,1,23.7535
2018-07-22,2,23.6270833333333
2018-07-22,3,23.2491666666667
2018-07-22,4,22.8794583333333
2018-07-22,5,21.532
2018-07-22,6,17.7798333333333
2018-07-22,7,14.715125
2018-07-22,8,13.5632083333333
2018-07-22,9,12.9989166666667
2018-07-22,10,12.9015
2018-07-23,1,23.034
2018-07-23,2,22.9410833333333
2018-07-23,3,22.989
